product_id,name,price,currency,variant,brand,category,available_colors,url,image_url
1-1100-009870-0002,Fitted Tailored Shirt,59.95,,Black,Cecilie Haugaard x NA-KD,,"Black, Checkered / Beige, Beige, Stripe / Light Grey",https://www.na-kd.com/en/products/fitted-tailored-shirt-black-1100-009870-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fitted_tailored_shirt_1100-009870-0002.jpg?ref=3AB4FF3AB0"
1-1100-011828-0001,Knitted Pocket Cardigan,59.95,,White,,,"White, Dark Grey, Brown",https://www.na-kd.com/en/products/knitted-pocket-cardigan-white-1100-011828-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_pocket_cardigan_1100-011828-00010032_1.jpg?ref=404AF44CD1"
1-1794-000076-0001,Puff Sleeve Top,39.95,,White,Lydia Tomlinson x NA-KD,,White,https://www.na-kd.com/en/products/puff-sleeve-top-white-1794-000076-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/puff_sleeve_top_1794-000076-0001.jpg?ref=CC2C0564D2"
1-1100-012092-0002,Knitted Wool Oversized V-Neck Sweater,85.95,,Black,,,"Black, Offwhite, Brown",https://www.na-kd.com/en/products/knitted-wool-oversized-v-neck-sweater-black-1100-012092-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_wool_oversized_v-neck_sweater_1100-012092-0002_0060.jpg?ref=916CE2F13C"
1-1100-011923-0005,Organza Skirt,59.95,,Beige,,,"Beige, Black, Brown",https://www.na-kd.com/en/products/organza-skirt-beige-1100-011923-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-011923-0005_social_social2.jpg?ref=C828914157"
1-1100-011975-0001,Open Back Tie Top,29.95,,White,,,"White, Black",https://www.na-kd.com/en/products/open-back-tie-top-white-1100-011975-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/open_back_tie_top_1100-011975-0001_0022.jpg?ref=A70BB8EA04"
1-1100-011794-0002,Knitted Keyhole Frill Midi Dress,75.95,,Black,,,"Black, Burgundy, Dark Beige",https://www.na-kd.com/en/products/knitted-keyhole-frill-midi-dress-black-1100-011794-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_keyhole_frill_midi_dress_1100-011794-0002_0053.jpg?ref=A9C1E04E78"
1-1720-000161-0002,Volume Mini Dress,59.95,,Black,Claire Rose x NA-KD,,Black,https://www.na-kd.com/en/products/volume-mini-dress-black-1720-000161-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/volume_mini_dress-1720-000161-00026660_01c.jpg?ref=15193B3C14"
1-1100-010104-0002,Lace Sequin Blouse,49.95,,Black,,,Black,https://www.na-kd.com/en/products/lace-sequin-blouse-black-1100-010104-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_sequin_blouse-1100-010104-0002_9340.jpg?ref=7114BE05CC"
1-1100-011845-9031,Blazer With Fitted Waist,95.95,,Greige,,,"Light Grey, Black",https://www.na-kd.com/en/products/blazer-with-fitted-waist-greige-1100-011845-9031,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_blazer_with_fitted_waist-1100-011845-9031_0021.jpg?ref=AFB2F54188"
1-1100-011830-0212,Knitted Scoop Neck Sweater,49.95,,Burgundy,,,"Burgundy, Beige",https://www.na-kd.com/en/products/knitted-scoop-neck-sweater-burgundy-1100-011830-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_scoop_neck_sweater-1100-011830-0212_0045.jpg?ref=4DD09C658A"
1-1100-011731-0005,Corduroy Collar Short Trenchcoat,95.95,,Beige,,,Beige,https://www.na-kd.com/en/products/corduroy-collar-short-trenchcoat-beige-1100-011731-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/corduroy_collar_short_trenchcoat_1100-011731-0005_curated.jpg?ref=6138D6ED72"
1-1100-010955-0002,Strap Detail Ballerinas,59.95,,Black,,,"Black, Burgundy, Brown",https://www.na-kd.com/en/products/strap-detail-ballerinas-black-1100-010955-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/strap_detail_ballerinas_1100-010955-0002_curated.jpg?ref=44907A830B"
1-1100-012450-0013,Chunky Gold Bangle,25.95,,Gold,,,Gold,https://www.na-kd.com/en/products/chunky-gold-bangle-gold-1100-012450-0013,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/chunky_gold_bangle-1100-012450-0013_0639_campaign.jpg?ref=C395AFF769"
1-1100-011595-0005,Flowy Wide Mid Waist Trousers,49.95,,Beige,,,Beige,https://www.na-kd.com/en/products/floaty-wide-mid-waist-trousers-beige-1100-011595-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/floaty_wide_mid_waist_trousers_1100-011595-0005_0033.jpg?ref=1A2EA681ED"
1-1100-011510-0001,Lace Insert Tie Shoulder Mini Dress,59.95,,White,,,White,https://www.na-kd.com/en/products/lace-insert-tie-shoulder-mini-dress-white-1100-011510-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_insert_tie_shoulder_mini_dress_1100-011510-0001_curated_1_1.jpg?ref=BAAAECA2F0"
1-1100-007137-0047,Mom High Waist Jeans,55.95,,Light Blue,,,"Light Blue, Black, Dark Blue",https://www.na-kd.com/en/products/mom-high-waist-jeans-light-blue-1100-007137-0047,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mom_high_waist_jeans-1100-007137-0047_0016.jpg?ref=6D92FA839C"
1-1100-011503-0024,Knitted Crochet Short Sleeve Cardigan,45.95,,Yellow,,,"Light Yellow, Offwhite",https://www.na-kd.com/en/products/knitted-crochet-short-sleeve-cardigan-yellow-1100-011503-0024,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/audreyloques_1100-011503-0024_social.jpg?ref=7395636EDA"
1-1100-010313-0270,Lace Maxi Skirt,39.95,,Plum,,,"Burgundy, Black, Brown, White, Light Blue",https://www.na-kd.com/en/products/lace-maxi-skirt-plum-1100-010313-0270,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_maxi_skirt-1100-010313-0270_0001.jpg?ref=FDDB48DC07"
1-1100-012099-0008,Mid Waist Melange Pants,85.95,,Grey,,,Grey,https://www.na-kd.com/en/products/mid-waist-melange-pants-grey-1100-012099-0008,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mid_waist_melange_pants-1100-012099-0008_0568_campaign.jpg?ref=73B049DF69"
1-1100-011738-0119,Double Breasted Short Coat,99.95,,Taupe,,,"Brown, Black",https://www.na-kd.com/en/products/double-breasted-short-coat-taupe-1100-011738-0119,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/double_breasted_short_coat_1100-011738-0119_0008.jpg?ref=019D6D5FCA"
1-1100-007689-8392,Striped Oversized Shirt,55.95,,Blue White Stripes,,,"Stripe / Blue, White, Stripe / Light Blue, Stripe / Beige",https://www.na-kd.com/en/products/wide-sleeve-oversized-shirt-blue-white-stripes-1100-007689-8392,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/nakd_1100-007689-8392_curated_1.jpg?ref=4F3193DED1"
1-1100-011974-0342,Wide Leg Pleated Lyocell Pants,75.95,,Cream,,,"Light Beige, Black, Green",https://www.na-kd.com/en/products/wide-leg-pleated-lyocell-pants-beige-1100-011974-0342,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wide_leg_pleated_lyocell_pants_1100-011974-0342_0019.jpg?ref=264D75E05E"
1-1100-011373-0124,Thong Mini Heels,59.95,,Camel,,,Brown,https://www.na-kd.com/en/products/thong-mini-heels-camel-1100-011373-0124,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/bethanmccoy_1100-011373-0124_social.jpeg?ref=D56EA63692"
1-1100-011785-0260,Overlap Wide Sleeve Blouse,39.95,,Offwhite,,,"Offwhite, Pink, Black, Light Taupe",https://www.na-kd.com/en/products/overlap-wide-sleeve-blouse-offwhite-1100-011785-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/overlap_wide_sleeve_blouse-1100-011785-0260_0026.jpg?ref=AC83F6D823"
1-1794-000085-0002,Strap Sandal,49.95,,Black,Lydia Tomlinson x NA-KD,,"Black, Beige",https://www.na-kd.com/en/products/strap-sandal-black-1794-000085-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/strap_sandal_1794-000085-0002_1.jpg?ref=D2EBF038E6"
1-1833-000007-4070,Anglaise Straight Trousers,59.95,,Off White,Michaela Wissén x NA-KD,,Offwhite,https://www.na-kd.com/en/products/anglaise-straight-trousers-off-white-1833-000007-4070,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/anglaise_straight_trousers_1833-000007-4070_1_campaign.jpg?ref=73BE94A1E7"
1-1100-007119-0002,Structured Flowy Belted Blouse,45.95,,Black,,,"Black, White",https://www.na-kd.com/en/products/structured-flowy-belted-blouse-black-1100-007119-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/angelickpicture_structured_flowy_belted_blouse_1100-007119-0002_1_social.jpg?ref=92C71D93F1"
1-1100-009804-0366,Long Trenchcoat,129.95,,Dark Grey,,,"Dark Grey, Black, Burgundy, Light Beige",https://www.na-kd.com/en/products/long-trenchcoat-dark-grey-1100-009804-0366,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-009804-0366_1_social.jpg?ref=4963591426"
1-1100-011178-0015,Button Flounce Top,39.95,,Pink,,,"Pink, Offwhite, Blue",https://www.na-kd.com/en/products/button-flounce-top-pink-1100-011178-0015,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/button_flounce_top-1100-011178-0015_0019.jpg?ref=9FE10E7FA5"
1-1100-011383-0017,Soft Line Turtle Neck Top,25.95,,Brown,,,"Brown, Black, Offwhite",https://www.na-kd.com/en/products/soft-line-turtle-neck-top-brown-1100-011383-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_line_turtle_neck_top-1100-011383-0017_0036.jpg?ref=68061D0D60"
1-1100-011927-0017,Peplum Sleeve Detail Blouse,49.95,,Brown,,,"Brown, Offwhite",https://www.na-kd.com/en/products/peplum-sleeve-detail-blouse-brown-1100-011927-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/moamattsson_1100-011927-0017_social.jpg?ref=E1C23D1BD7"
1-1100-010054-0039,Soft Line Twist Top,35.95,,Dark Red,,,"Burgundy, Black, Brown, Offwhite, Khaki Green, Dark Grey, Red, Pink",https://www.na-kd.com/en/products/soft-line-twist-top-dark-red-1100-010054-0039,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_line_twist_top-1100-010054-0039_0040.jpg?ref=66685F752C"
1-1100-011187-0260,Ribbed Short Sleeve T-shirt,25.95,,Offwhite,,,"Offwhite, Black, Light Yellow, Navy, Red, Light Grey",https://www.na-kd.com/en/products/ribbed-short-sleeve-t-shirt-offwhite-1100-011187-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/ribbed_short_sleeve_t-shirt-1100-011187-0260_1411.jpg?ref=5EF2EBA694"
1-1100-010106-0002,Knitted Overlapping Fitted Cardigan,55.95,,Black,,,"Black, Brown, Light Beige",https://www.na-kd.com/en/products/knitted-overlapping-fitted-cardigan-black-1100-010106-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_overlapping_fitted_cardigan_1100-010106-00027075.jpg?ref=9CDBC882AC"
1-1100-011710-0017,Sheer Midi Skirt,49.95,,Brown,,,"Brown, Black",https://www.na-kd.com/en/products/sheer-midi-skirt-brown-1100-011710-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/bethanmccoy_1100-011710-0017_social.jpeg?ref=50DDF969D6"
1-1594-000583-0002,Satin Midi Skirt,39.95,,Black,,,"Black, Brown, Dark Green, Champagne, Orange, White, Blue, Dark Grey",https://www.na-kd.com/en/products/recycled-satin-midi-skirt-black-1594-000583-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/satin_midi_skirt_1594-000583-000283691.jpg?ref=D1F6B60353"
1-1100-010054-0002,Soft Line Twist Top,35.95,,Black,,,"Black, Burgundy, Brown, Offwhite, Khaki Green, Dark Grey, Red, Pink",https://www.na-kd.com/en/products/soft-line-twist-top-black-1100-010054-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_line_twist_top_1100-010054-0002_curated-copy.jpg?ref=F3FC604860"
1-1100-010666-0017,Gathered Detail Suede Loafers,95.95,,Brown,,,"Dark Brown, Beige, Brown",https://www.na-kd.com/en/products/gathered-detail-suede-loafers-brown-1100-010666-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/gathered_detail_suede_loafers_1100-010666-0017_0091_flatlay.jpg?ref=F63EE372B6"
1-1100-011974-0002,Wide Leg Pleated Lyocell Pants,75.95,,Black,,,"Black, Light Beige, Green",https://www.na-kd.com/en/products/wide-leg-pleated-lyocell-pants-black-1100-011974-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wide_leg_pleated_lyocell_pants-1100-011974-0002_0002.jpg?ref=F252DCFEF9"
1-1100-011196-0342,Tailored Strap Corset Top,39.95,,Cream,,,"Light Beige, Brown, Black, Pink",https://www.na-kd.com/en/products/tailored-strap-corset-top-cream-1100-011196-0342,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/caterina.iannolo_1100-011196-0342_social10.jpg?ref=DB88EC19DD"
1-1100-009449-0001,Tie Detail Blouse,49.95,,White,,,White,https://www.na-kd.com/en/products/tie-detail-blouse-white-1100-009449-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tie_detail_ruffle_blouse_1100-009449-00015014.jpg?ref=61130045B9"
1-1100-011187-0002,Ribbed Short Sleeve T-shirt,25.95,,Black,,,"Black, Offwhite, Light Yellow, Navy, Red, Light Grey",https://www.na-kd.com/en/products/ribbed-short-sleeve-t-shirt-black-1100-011187-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/ribbed_short_sleeve_t-shirt-1100-011187-0002_0009_creative.jpg?ref=9C4920B30A"
1-1100-011701-0002,Folded Sweetheart Top,39.95,,Black,,,Black,https://www.na-kd.com/en/products/folded-sweetheart-top-black-1100-011701-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/folded_sweetheart_top-1100-011701-0002_0022.jpg?ref=BB77E29459"
1-1100-007227-0002,Oversized Short Coat,95.95,,Black,,,"Black, Navy, Khaki Green, Beige",https://www.na-kd.com/en/products/short-coat-black-1100-007227-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/nakd_1100-007227-0002_2_curated.jpg?ref=BC7BD39A8C"
1-1100-010230-1478,Fold Up Loose Denim,59.95,,Rinse Wash,,,"Dark Blue, Dark Grey, Mid Blue",https://www.na-kd.com/en/products/fold-up-loose-denim-rinse-wash-1100-010230-1478,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fold_up_loose_denim_1100-010230-1478_00144.jpg?ref=610EFEA745"
1-1594-000563-0765,Recycled Oversized Double Breasted Blazer,95.95,,Dark Brown,,,"Brown, Black, Dark Grey, Olive Green",https://www.na-kd.com/en/products/oversized-double-breasted-blazer-dark-brown-1594-000563-0765,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_double_breatsed_blazer-1594-000563-0765_0078.jpg?ref=33F0EC82CE"
1-1100-011606-0017,T-Strap Ballerinas,59.95,,Brown,NA-KD,,Brown,https://www.na-kd.com/en/products/t-strap-ballerinas-brown-1100-011606-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/t-strap_ballerinas_1100-011606-0017_2_campaign.jpg?ref=8D7A5A9004"
1-1100-011845-0002,Blazer With Fitted Waist,95.95,,Black,,,"Black, Light Grey",https://www.na-kd.com/en/products/blazer-with-fitted-waist-black-1100-011845-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/blazer_with_fitted_waist_1100-011845-0002_2.jpg?ref=88A787B21C"
1-1100-011695-0068,Ballet Wrap Top,35.95,,Light Grey,,,"Light Grey, Black, Brown, Offwhite, Light Pink",https://www.na-kd.com/en/products/ballet-wrap-top-light-grey-1100-011695-0068,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-011695-0068_social.jpg?ref=622F858EC2"
1-1100-011764-0002,Pleated Puff Sleeve Top,39.95,,Black,,,"Black, Offwhite, Light Blue, Yellow",https://www.na-kd.com/en/products/pleated-puff-sleeve-top-black-1100-011764-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/angelickpicture_1100-011764-0002_social3.jpg?ref=9FF9175D44"
1-1100-011656-0061,3-Pack Bangles,29.95,,Multicolor,,,Multicolor,https://www.na-kd.com/en/products/3-pack-bangles-multicolor-1100-011656-0061,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/3-pack_bangels-1100-011656-0061_0130.jpg?ref=AA673A3096"
1-1100-011342-0021,Leather Slingback Flats,75.95,,Cream,,,"White, Black",https://www.na-kd.com/en/products/leather-slingback-flats-cream-1100-011342-0021,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/leather_slingback_flats_1100-011342-0021_campaign.jpg?ref=5F24EDBFFE"
1-1100-011528-0001,Fine Knitted Scoop Neck Top,29.95,,White,,,"Offwhite, Black, Light Blue",https://www.na-kd.com/en/products/fine-knitted-scoop-neck-top-white-1100-011528-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fine_knitted_scoop_neck_top_1100-011528-0001_1_1.jpg?ref=3AA33270C7"
1-1100-010014-0001,Boat Neck Long Sleeve Top,29.95,,White,,,"White, Black, Red, Dark Blue, Grey, Olive Green",https://www.na-kd.com/en/products/boat-neck-long-sleeve-top-white-1100-010014-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/matildafernberg_1100-010014-0001_social.jpg?ref=6465A13320"
1-1100-011084-0003,Regular Linen-Blend Blazer,95.95,,Blue,,,"Blue, Offwhite, Brown",https://www.na-kd.com/en/products/regular-linen-blend-blazer-blue-1100-011084-0003,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/sophiejolieblog_1100-011084-0003_social.jpg?ref=320D693F36"
1-1100-011833-0010,Halterneck Structure Button Top,35.95,,Green,,,"Light Green, Offwhite, Black",https://www.na-kd.com/en/products/halterneck-structure-button-top-green-1100-011833-0010,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/halterneck_structure_button_top_1100-011833-0010_0020.jpg?ref=659EA3DB66"
1-1100-012417-0017,Draped Lace Top,35.95,,Brown,,,"Brown, Black",https://www.na-kd.com/en/products/draped-lace-top-brown-1100-012417-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/draped_lace_top_1100-012417-0017_0046.jpg?ref=F984088809"
1-1100-010083-0052,Floral Print Maxi Dress,59.95,,Khaki,,,"Khaki Green, Burgundy, Brown, Brown, Black, Offwhite, Green, Pink",https://www.na-kd.com/en/products/floral-print-maxi-dress-khaki-1100-010083-0052,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/floral_print_maxi_dress_1100-010083-0052_curated.jpg?ref=EA7B5AFC76"
1-1100-011347-0013,Hoop Earrings,25.95,,Gold,,,Gold,https://www.na-kd.com/en/products/hoop-earrings-gold-1100-011347-0013,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/hoop_earrings-1100-011347-0013_21335_creative.jpg?ref=1407E4417C"
1-1100-011573-0005,Knitted Short Sleeve Sweater,39.95,,Beige,,,"Beige, Burgundy",https://www.na-kd.com/en/products/knitted-short-sleeve-sweater-beige-1100-011573-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_short_sleeve_sweater_1100-011573-0005_curated_2.jpg?ref=F54EE2B4B9"
1-1100-008138-0119,Tailored Belted Blazer,95.95,,Taupe,,,Beige,https://www.na-kd.com/en/products/tailored-belted-blazer-taupe-1100-008138-0119,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/katiepeake_1100-008138-0119_social.jpg?ref=CA1392652E"
1-1100-010083-0270,Floral Print Maxi Dress,59.95,,Plum,,,"Burgundy, Khaki Green, Brown, Brown, Black, Offwhite, Green, Pink",https://www.na-kd.com/en/products/floral-print-maxi-dress-plum-1100-010083-0270,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/floral_print_maxi_dress_1100-010083-0270_curated.jpg?ref=1EDB7168A5"
1-1100-010035-0001,Thin Basic Strap Singlet,15.95,,White,,,"White, Dark Grey, Black, Beige, Navy, Brown, Light Blue",https://www.na-kd.com/en/products/thin-basic-strap-singlet-white-1100-010035-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/thin_basic_strap_singlet_1100-010035-0001_821.jpg?ref=422EC3CCC0"
1-1100-011538-0002,Knitted Crochet Flounce Maxi Dress,75.95,,Black,,,"Black, Red",https://www.na-kd.com/en/products/knitted-crochet-flounce-midi-dress-black-1100-011538-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_crochet_flounce_midi_dress_1100-011538-0002_curated.jpg?ref=ABE4824582"
1-1100-008185-0017,Oversized Blazer With Wide Sleeves,95.95,,Brown,,,"Dark Brown, Burgundy, Offwhite, Beige, Black",https://www.na-kd.com/en/products/oversized-kimono-sleeve-blazer-brown-1100-008185-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/ella_squire_1100-008185-0017_2_social.jpg?ref=9B541C4A0B"
1-1100-007626-0230,Lace Body,39.95,,Wine Red,,,"Burgundy, Black",https://www.na-kd.com/en/products/lace-body-wine-red-1100-007626-0230,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_body_1100-007626-0230_0049.jpg?ref=8D74EDFFE1"
1-1100-010248-0002,Lace Trousers,39.95,,Black,,,"Black, White, Brown",https://www.na-kd.com/en/products/lace-trousers-black-1100-010248-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/blancaarimany_1100-010248-0002_social.jpeg?ref=DB36A269DB"
1-1100-011627-0003,Low Waist Raw Hem Denim Shorts,49.95,,Blue,,,"Blue, Light Blue",https://www.na-kd.com/en/products/low-waist-ram-hem-denim-shorts-blue-1100-011627-0003,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/low_waist_ram_hem_denim_shorts_1100-011627-0003_0026.jpg?ref=56DB346B3C"
1-1100-010582-0002,Flounce Sleeve Top,49.95,,Black,,,"Black, White",https://www.na-kd.com/en/products/flounce-sleeve-top-black-1100-010582-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-010582-0002_social.jpg?ref=277A06867E"
1-1100-011604-0342,Sheer Soft Cotton Blouse,49.95,,Cream,,,Beige,https://www.na-kd.com/en/products/sheer-soft-cotton-blouse-cream-1100-011604-0342,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/sheer_soft_cotton_blouse_1100-011604-0342_curated_1.jpg?ref=0147CE07A3"
1-1100-011898-0002,Mini Heel Ballerinas,59.95,,Black,,,Black,https://www.na-kd.com/en/products/mini-heel-ballerinas-black-1100-011898-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mini_heel_ballerinas_1100-011898-0002_0006.jpg?ref=73B18FAFDC"
1-1100-012014-0002,Leather Squared Buckle Belt,35.95,,Black,,,"Black, Burgundy, Brown",https://www.na-kd.com/en/products/leather-squared-buckle-belt-black-1100-012014-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/leather_squared_buckle_belt-1100-012014-0002_0049.jpg?ref=79E5609161"
1-1100-011628-0017,Puffy Pleated Top,35.95,,Brown,,,"Brown, Black, Burgundy, Offwhite",https://www.na-kd.com/en/products/puffy-pleated-top-brown-1100-011628-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-011628-0017_2_social.jpg?ref=7AD3F2EA84"
1-1015-003826-0140,Soft Braided Tassle Scarf,35.95,,Light Beige,,,"Light Beige, Burgundy, Brown, Black, White",https://www.na-kd.com/en/products/soft-braided-tassle-scarf-light-beige-1015-003826-0140,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/braided_tassle_scarf_1015-003826-01407491-copy.jpg?ref=33360BBEB5"
1-1100-012368-0002,Flowy Tube Maxi Dress,59.95,,Black,,,"Black, Burgundy",https://www.na-kd.com/en/products/flowy-tube-maxi-dress-black-1100-012368-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/sarabiderman_1100-012368-0002_social_1.jpg?ref=E820A50DCB"
1-1594-000583-0668,Satin Midi Skirt,39.95,,Champagne,,,"Champagne, Brown, Dark Green, Black, Orange, White, Blue, Dark Grey",https://www.na-kd.com/en/products/satin-midi-skirt-champagne-1594-000583-0668,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/shexlla_1594-000583-0668_1_social.jpg?ref=48E0F3F472"
1-1018-007096-0017,Draped Linen Dress,49.95,,Brown,,,"Brown, Red, Black, Beige",https://www.na-kd.com/en/products/draped-linen-dress-brown-1018-007096-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/alvasperle_1018-007096-0017_2_social.jpg?ref=836129806A"
1-1100-008975-0535,Flowy Maxi Skirt,59.95,,Spicy Red,,,"Red, Offwhite, Light Blue, Red",https://www.na-kd.com/en/products/flowy-maxi-skirt-spicy-red-1100-008975-0535,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/flowy_maxi_skirt_1100-008975-0535_campaign.jpg?ref=E010136047"
